rotr;rotl;shift;rounds
03;23;18;10229
03;23;26;65533
03;23;29;1301
03;23;30;10667
03;24;08;126913
03;24;10;509
03;24;12;14223
03;24;13;10229
03;24;14;1735
03;24;18;3569
03;24;20;31
03;24;21;1007
03;24;23;14321
03;24;27;4773
03;24;28;507
03;24;30;503
03;24;31;867
04;01;09;126913
04;01;10;867
04;01;12;55
04;01;14;507
04;01;16;7
04;01;17;9197
04;01;18;371
04;01;19;61409
04;01;21;14321
04;01;23;6137
04;01;24;47
04;01;26;251
04;01;27;9361
04;01;28;47
04;01;29;129793
04;01;31;31
04;02;10;119
04;02;11;65531
04;02;12;27
04;02;13;126913
04;02;16;23
04;02;18;509
04;02;22;167
04;02;24;59
04;02;25;167
04;02;27;419
04;02;28;59
04;02;30;15
04;03;08;131069
04;03;10;32765
04;03;15;119
04;03;17;64007
04;03;21;131069
04;03;22;15
04;03;25;65533
04;03;27;7811
04;03;28;129793
04;03;29;251
04;03;31;129793
04;04;09;9361
04;04;10;41
04;04;24;7
04;05;12;2539
04;05;15;47243
04;05;17;15329
04;05;18;251
04;05;19;13577
04;05;21;131069
04;05;22;15809
04;05;25;131069
04;05;26;251
04;05;27;31
04;05;28;761
04;05;29;39369
04;05;31;1019
04;06;09;32765
04;06;12;253
04;06;14;119
04;06;16;15
04;06;17;9361
04;06;19;32765
04;06;21;371
04;06;22;253
04;06;23;507
04;06;24;253
04;06;26;433
04;06;27;1019
04;06;30;111
04;07;09;114673
04;07;12;329
04;07;14;126913
04;07;15;3065
04;07;21;14321
04;07;25;31
04;07;26;114673
04;07;28;1019
04;07;29;3065
04;07;31;61409
04;08;08;11
04;08;10;185
04;08;12;29
04;08;16;3
04;08;17;125
04;08;18;253
04;08;19;114673
04;08;21;125
04;08;22;433
04;08;23;114673
04;08;24;7
04;08;28;11
04;09;08;16001
04;09;10;1735
04;09;11;85973
04;09;13;509
04;09;14;43689
04;09;15;2189
04;09;16;31
04;09;17;32765
04;09;18;6137
04;09;19;8183
04;09;21;126913
04;09;23;15
04;09;24;3569
04;09;26;131069
04;09;27;19529
04;09;29;31
04;09;30;47
04;09;31;39
04;10;08;59
04;10;15;239
04;10;18;433
04;10;21;509
04;10;22;125
04;10;23;129793
04;10;24;59
04;10;26;125
04;10;28;209
04;10;30;23
04;11;13;22133
04;11;16;119
04;11;21;509
04;11;23;8189
04;11;24;65533
04;11;25;15329
04;11;26;32759
04;11;29;65533
04;11;30;9361
04;11;31;125
04;12;16;7
04;13;09;8189
04;13;11;9197
04;13;12;131069
04;13;13;16001
04;13;15;49145
04;13;16;507
04;13;17;169
04;13;19;31
04;13;21;61409
04;13;23;64769
04;13;24;7619
04;13;26;129793
04;13;27;629
04;13;29;32765
04;13;30;32765
04;13;31;507
04;14;08;253
04;14;09;131069
04;14;10;59
04;14;12;169
04;14;13;126913
04;14;18;15
04;14;21;32765
04;14;22;83
04;14;23;39369
04;14;24;125
04;14;26;27
04;14;28;509
04;14;30;83
04;15;09;18541
04;15;13;5333
04;15;14;711
04;15;15;275
04;15;17;15
04;15;18;909
04;15;19;114673
04;15;21;131069
04;15;23;114673
04;15;24;59
04;15;26;9361
04;15;27;32759
04;15;28;509
04;15;29;15329
04;15;31;119
04;16;08;7
04;16;11;119
04;16;12;13
04;16;13;126913
04;16;15;126913
04;16;16;7
04;16;18;29
04;16;19;129793
04;16;21;118109
04;16;22;23
04;16;23;119
04;16;24;3
04;16;28;9
04;17;12;8189
04;17;14;26213
04;17;15;15
04;17;17;619
04;17;21;10709
04;17;25;169
04;17;26;129793
04;17;28;65533
04;17;29;15809
04;17;31;47
04;18;10;433
04;18;13;32765
04;18;14;15
04;18;15;9361
04;18;16;23
04;18;19;20469
04;18;21;131069
04;18;22;433
04;18;23;185
04;18;24;185
04;18;26;209
04;18;27;126913
04;18;30;23
04;19;08;8189
04;19;09;2729
04;19;10;509
04;19;13;31
04;19;17;126913
04;19;18;119
04;19;19;39369
04;19;21;126913
04;19;22;119
04;19;25;6509
04;19;26;5207
04;19;27;126913
04;19;28;6137
04;19;29;55117
04;19;31;479
04;20;09;7139
04;20;10;433
04;20;11;3065
04;20;12;29
04;20;14;59
04;20;24;13
04;21;09;8189
04;21;11;31
04;21;13;126913
04;21;16;15
04;21;17;20459
04;21;19;2729
04;21;21;118109
04;21;22;65533
04;21;25;2141
04;21;27;14321
04;21;28;8189
04;21;29;49127
04;21;31;867
04;22;09;8189
04;22;10;15
04;22;11;8737
04;22;15;42965
04;22;17;9361
04;22;18;433
04;22;22;433
04;22;24;433
04;22;25;10229
04;22;27;32765
04;22;28;253
04;22;30;29
04;23;09;15
04;23;10;335
04;23;11;43689
04;23;15;8189
04;23;18;47
04;23;19;31
04;23;21;65527
04;23;23;4079
04;23;24;32765
04;23;26;131069
04;23;27;9197
04;23;28;503
04;23;29;2669
04;23;31;65533
04;24;08;7
04;24;10;253
04;24;13;16001
04;24;14;119
04;24;15;8679
04;24;16;7
04;24;20;13
05;01;08;65533
05;01;11;15809
05;01;12;131069
05;01;13;16379
05;01;14;9361
05;01;17;131069
05;01;18;10921
05;01;22;42965
05;01;24;65533
05;01;25;42965
05;01;26;3905
05;01;29;114673
05;01;30;114673
05;02;08;15329
05;02;09;131069
05;02;14;39369
05;02;15;10229
05;02;16;507
05;02;19;503
05;02;20;2789
05;02;22;10921
05;02;23;65533
05;02;27;509
05;02;29;32765
05;03;10;7139
05;03;24;32765
05;04;09;8189
05;04;11;20459
05;04;12;31681
05;04;13;65533
05;04;15;12281
05;04;18;24563
05;04;19;24527
05;04;20;8189
05;04;22;42965
05;04;23;1735
05;04;25;65533
05;04;27;126913
05;04;28;65533
05;04;31;6137
05;05;08;65533
05;05;10;126913
05;05;13;95045
05;05;14;32759
05;05;15;26213
05;05;16;507
05;05;17;43689
05;05;20;95045
05;05;22;1019
05;05;23;43689
05;05;24;31
05;05;25;89
05;05;30;9197
05;06;09;131069
05;06;10;3065
05;06;13;619
05;06;14;681
05;06;15;131069
05;06;16;31
05;06;18;89
05;06;21;125
05;06;24;4091
05;06;25;65531
05;06;26;14321
05;06;27;8189
05;06;28;131069
05;06;31;239
05;07;09;507
05;07;10;65533
05;07;11;2045
05;07;13;119
05;07;16;867
05;07;17;867
05;07;18;65533
05;07;19;15329
05;07;20;6509
05;07;25;1019
05;08;08;129793
05;08;10;18541
05;08;11;43689
05;08;12;26669
05;08;15;126913
05;08;16;119
05;08;18;7
05;08;19;24563
05;08;21;26213
05;08;22;16001
05;08;24;21843
05;08;25;867
05;08;27;8189
05;08;28;335
05;08;30;42965
05;08;31;1007
05;09;09;43689
05;09;16;507
05;09;19;131069
05;09;22;7139
05;09;23;5459
05;09;24;49145
05;09;26;129793
05;09;27;65533
05;09;28;118109
05;09;29;3047
05;09;30;131069
05;10;09;3569
05;10;11;131069
05;10;13;49127
05;10;15;1019
05;10;17;61409
05;10;20;251
05;10;21;126913
05;10;22;131069
05;10;23;9361
05;10;24;65533
05;10;26;114673
05;10;27;114673
05;10;30;114673
05;10;31;32765
05;11;16;31
05;12;10;131069
05;12;12;2339
05;12;13;20469
05;12;14;65531
05;12;15;14321
05;12;16;251
05;12;17;118109
05;12;18;131069
05;12;20;114673
05;12;21;65533
05;12;22;31
05;12;23;2789
05;12;24;32765
05;12;26;4087
05;12;27;2569
05;12;29;9197
05;12;30;3569
05;12;31;26669
05;13;09;65533
05;13;10;2045
05;13;11;32763
05;13;12;19529
05;13;14;16001
05;13;19;169
05;13;22;167
05;13;24;7811
05;13;25;629
05;13;26;1007
05;13;28;2039
05;13;29;129793
05;13;30;65533
05;14;10;371
05;14;13;131069
05;14;15;18541
05;14;17;64769
05;14;18;126913
05;14;19;131069
05;14;21;31495
05;14;22;8189
05;14;24;31
05;14;27;131069
05;14;28;8189
05;14;30;126913
05;14;31;43689
05;15;08;126913
05;15;09;59
05;15;12;15329
05;15;13;1019
05;15;17;867
05;15;18;118109
05;15;19;85973
05;15;20;2491
05;15;25;67
05;15;28;32765
05;16;09;65533
05;16;13;6137
05;16;15;114673
05;16;16;31
05;16;21;126913
05;16;24;126913
05;16;25;114673
05;16;27;32765
05;16;28;129793
05;16;29;39
05;16;31;126913
05;17;10;629
05;17;14;65533
05;17;15;32765
05;17;16;251
05;17;17;509
05;17;22;129793
05;17;23;26213
05;17;24;126913
05;17;25;49145
05;17;30;743
05;18;09;49145
05;18;10;2729
05;18;13;65533
05;18;14;32765
05;18;18;16379
05;18;19;909
05;18;20;131069
05;18;21;8189
05;18;22;114673
05;18;25;7811
05;18;27;131069
05;18;28;239
05;18;31;65531
05;19;08;419
05;19;10;114673
05;19;11;2603
05;19;13;119
05;19;14;32759
05;19;24;65533
05;20;10;32751
05;20;12;32765
05;20;13;32765
05;20;14;239
05;20;15;14321
05;20;16;251
05;20;17;110669
05;20;18;131069
05;20;19;57315
05;20;20;2045
05;20;22;3737
05;20;23;1735
05;20;26;126913
05;20;27;65533
05;20;29;126913
05;20;30;32765
05;20;31;6137
05;21;08;61409
05;21;10;10709
05;21;11;126913
05;21;12;32765
05;21;18;1019
05;21;22;14321
05;21;23;155
05;21;24;32763
05;21;25;65533
05;21;26;64769
05;21;29;7709
05;21;30;64769
05;22;08;1169
05;22;10;31
05;22;12;419
05;22;13;114673
05;22;16;119
05;22;17;339
05;22;19;43689
05;22;20;32765
05;22;21;13577
05;22;23;61409
05;22;24;4091
05;22;25;65531
05;22;27;18541
05;22;29;559
05;22;30;126913
05;22;31;239
05;23;09;867
05;23;11;18541
05;23;12;3905
05;23;15;114673
05;23;16;507
05;23;17;419
05;23;20;20459
05;23;28;65533
05;24;08;126913
05;24;09;65533
05;24;10;131069
05;24;11;114673
05;24;12;43689
05;24;16;119
05;24;18;1007
05;24;19;2043
05;24;21;1301
05;24;23;8189
05;24;25;131069
05;24;27;95045
05;24;29;495
05;24;31;1007
06;01;08;867
06;01;09;16375
06;01;10;1019
06;01;12;1019
06;01;14;495
06;01;16;55
06;01;17;26669
06;01;19;28643
06;01;20;371
06;01;21;125
06;01;23;3065
06;01;24;371
06;01;27;126913
06;01;28;507
06;01;30;419
06;01;31;31
06;02;11;1189
06;02;24;433
06;03;09;761
06;03;10;251
06;03;11;65527
06;03;12;49145
06;03;14;169
06;03;15;65533
06;03;16;55
06;03;18;131069
06;03;19;389
06;03;20;6509
06;03;21;131069
06;03;24;65533
06;03;28;83
06;03;29;126913
06;03;31;3569
06;04;09;14321
06;04;10;169
06;04;12;509
06;04;13;30479
06;04;14;509
06;04;16;15
06;04;18;433
06;04;20;253
06;04;21;509
06;04;22;509
06;04;23;119
06;04;24;41
06;04;26;253
06;04;28;433
06;04;30;27
06;05;08;12263
06;05;11;3065
06;05;14;1559
06;05;16;31
06;05;21;20469
06;05;27;31
06;05;28;433
06;05;31;167
06;06;10;169
06;06;11;43689
06;06;12;433
06;06;14;509
06;06;16;19
06;06;18;169
06;06;20;59
06;06;21;509
06;06;26;29
06;06;28;27
06;07;09;16001
06;07;11;5459
06;07;12;867
06;07;13;36889
06;07;14;32765
06;07;15;14321
06;07;16;867
06;07;19;65533
06;07;20;129793
06;07;21;2039
06;07;25;114673
06;07;28;119
06;07;29;15623
06;07;31;129793
06;08;08;101
06;08;10;433
06;08;11;26213
06;08;12;253
06;08;13;119
06;08;17;119
06;08;20;7
06;08;21;8189
06;08;22;509
06;08;23;65533
06;08;24;41
06;08;25;119
06;08;26;509
06;08;28;23
06;08;30;59
06;09;08;3161
06;09;10;20469
06;09;11;42965
06;09;17;7619
06;09;18;126913
06;09;19;10921
06;09;21;15809
06;09;23;169
06;09;25;8189
06;09;29;43689
06;09;30;65533
06;09;31;47
06;10;16;15
06;11;13;8737
06;11;17;2045
06;11;19;131069
06;11;20;169
06;11;21;31
06;11;23;43689
06;11;25;32765
06;11;27;131069
06;11;29;28657
06;11;30;15329
06;11;31;39369
06;12;10;509
06;12;12;59
06;12;14;433
06;12;15;119
06;12;17;3065
06;12;20;59
06;12;21;61409
06;12;22;41
06;12;23;131069
06;12;24;15
06;12;25;32765
06;12;26;17
06;12;28;185
06;12;30;27
06;13;08;181
06;13;11;8737
06;13;16;507
06;13;19;31
06;13;20;65533
06;13;21;65533
06;13;26;14321
06;13;28;2045
06;13;29;126913
06;13;31;59
06;14;08;509
06;14;10;125
06;14;11;65533
06;14;13;16001
06;14;14;251
06;14;16;27
06;14;18;433
06;14;20;125
06;14;21;509
06;14;26;17
06;14;28;509
06;15;09;9361
06;15;13;110669
06;15;16;55
06;15;17;126913
06;15;18;129793
06;15;21;681
06;15;28;251
06;15;31;53339
06;16;10;253
06;16;13;10229
06;16;14;209
06;16;15;32765
06;16;16;15
06;16;17;31
06;16;18;125
06;16;20;253
06;16;21;47
06;16;22;23
06;16;23;119
06;16;24;433
06;16;26;433
06;16;28;15
06;16;30;59
06;17;09;26213
06;17;10;65533
06;17;11;7709
06;17;13;8189
06;17;14;10229
06;17;15;31
06;17;16;23
06;17;19;507
06;17;20;867
06;17;21;126913
06;17;23;8189
06;17;24;3161
06;17;25;26213
06;17;28;39369
06;17;29;4317
06;17;31;47
06;18;08;15
06;18;09;59
06;18;12;253
06;18;13;167
06;18;14;59
06;18;15;32765
06;18;24;27
06;19;11;26213
06;19;13;31
06;19;15;2045
06;19;16;1019
06;19;17;65533
06;19;18;114673
06;19;19;14321
06;19;20;13019
06;19;21;65533
06;19;23;9361
06;19;24;10709
06;19;27;129793
06;19;28;1301
06;19;30;125
06;19;31;95045
06;20;11;509
06;20;12;15
06;20;13;126913
06;20;14;169
06;20;15;15809
06;20;16;15
06;20;22;247
06;20;24;433
06;20;26;253
06;20;27;65527
06;20;30;27
06;21;08;83
06;21;10;10229
06;21;11;31
06;21;16;119
06;21;17;1259
06;21;19;15239
06;21;20;43689
06;21;21;129793
06;21;23;126913
06;21;24;64769
06;21;25;19529
06;21;26;131069
06;21;27;131069
06;21;28;2113
06;21;29;131069
06;21;30;681
06;21;31;339
06;22;09;16001
06;22;10;433
06;22;12;433
06;22;13;28657
06;22;15;47
06;22;16;59
06;22;17;31
06;22;18;61
06;22;20;433
06;22;28;253
06;23;08;126913
06;23;09;31
06;23;10;15809
06;23;12;32765
06;23;13;1021
06;23;14;6509
06;23;16;167
06;23;19;26213
06;23;21;126913
06;23;23;114673
06;23;24;1067
06;23;25;126913
06;23;27;14321
06;23;29;131069
06;23;31;18541
06;24;08;433
06;24;11;16001
06;24;12;433
06;24;13;32765
06;24;14;59
06;24;17;119
06;24;22;167
06;24;26;509
06;24;30;59
07;01;10;6509
07;01;24;3161
07;02;11;3275
07;02;12;131069
07;02;13;131069
07;02;14;65533
07;02;16;251
07;02;17;2045
07;02;18;2669
07;02;20;26213
07;02;21;114673
07;02;22;26213
07;02;24;49145
07;02;25;5207
07;02;26;26213
07;02;28;2045
07;02;29;42965
07;02;30;129793
07;02;31;55
07;03;08;63363
07;03;10;8183
07;03;12;10229
07;03;14;8183
07;03;17;8183
