rotr;rotl;shift;rounds
07;03;19;43689
07;03;20;8189
07;03;22;8189
07;03;24;2045
07;03;27;3569
07;03;30;65533
07;04;13;1115
07;04;17;126913
07;04;18;1007
07;04;21;23621
07;04;23;49145
07;04;25;3905
07;04;29;119
07;04;31;119
07;05;08;419
07;05;10;14321
07;05;11;95
07;05;12;43689
07;05;15;507
07;05;16;867
07;05;18;131069
07;05;19;867
07;05;27;251
07;05;28;49145
07;06;09;32759
07;06;13;32765
07;06;14;85973
07;06;15;1019
07;06;16;867
07;06;17;32751
07;06;20;419
07;06;22;1301
07;06;25;16001
07;06;27;43689
07;06;29;9197
07;06;31;55
07;07;08;131069
07;07;09;20459
07;07;10;681
07;07;11;131069
07;07;12;8189
07;07;16;251
07;07;18;55
07;07;21;131069
07;07;22;126913
07;07;24;2339
07;07;25;131069
07;07;28;5459
07;07;29;61409
07;07;30;1019
07;08;08;129793
07;08;11;16381
07;08;22;15
07;08;24;8679
07;08;27;32765
07;08;29;509
07;08;30;47
07;08;31;119
07;09;16;31
07;10;10;14279
07;10;15;9361
07;10;16;507
07;10;17;65533
07;10;19;65533
07;10;22;126913
07;10;24;43689
07;10;27;95045
07;10;29;14321
07;10;30;65533
07;10;31;55
07;11;12;8189
07;11;13;65533
07;11;15;5109
07;11;16;59
07;11;18;65531
07;11;21;509
07;11;22;131069
07;11;25;126913
07;11;28;1301
07;11;29;114673
07;11;30;65533
07;12;08;61
07;12;09;16001
07;12;15;3161
07;12;17;1301
07;12;20;31
07;12;22;13019
07;12;26;18541
07;12;27;126913
07;12;28;629
07;12;29;509
07;12;31;119
07;13;09;10667
07;13;11;503
07;13;12;6509
07;13;15;119
07;13;19;419
07;13;21;31495
07;13;27;371
07;13;28;7139
07;14;10;2045
07;14;17;1385
07;14;18;867
07;14;19;8189
07;14;21;2729
07;14;23;114673
07;14;25;114673
07;14;28;1019
07;14;29;65533
07;14;31;55
07;15;10;2045
07;15;12;5207
07;15;14;3905
07;15;15;21335
07;15;17;126913
07;15;18;131069
07;15;19;16001
07;15;20;7139
07;15;21;7111
07;15;22;10667
07;15;24;20469
07;15;28;129793
07;15;30;8189
07;16;09;32765
07;16;10;131069
07;16;11;61409
07;16;13;181
07;16;14;15
07;16;15;3065
07;16;16;31
07;16;20;32765
07;16;21;32765
07;16;22;49145
07;16;24;119
07;16;25;126913
07;16;28;867
07;16;29;126913
07;16;30;31
07;16;31;119
07;17;09;32765
07;17;10;10709
07;17;14;509
07;17;15;119
07;17;24;129793
07;18;08;49145
07;18;09;42965
07;18;12;55117
07;18;13;47
07;18;14;31
07;18;16;15
07;18;17;65533
07;18;19;5517
07;18;22;8189
07;18;23;131069
07;18;25;5207
07;18;28;22133
07;18;31;55
07;19;08;2039
07;19;12;32751
07;19;13;32765
07;19;14;5459
07;19;15;867
07;19;16;867
07;19;18;32765
07;19;22;3569
07;19;25;10667
07;19;30;2045
07;20;12;31
07;20;16;119
07;20;18;8189
07;20;19;131069
07;20;20;867
07;20;21;49145
07;20;23;32765
07;20;24;65533
07;20;25;114673
07;20;26;909
07;20;27;36889
07;20;29;119
07;20;30;31
07;20;31;119
07;21;08;16001
07;21;10;3569
07;21;11;867
07;21;14;10709
07;21;16;47
07;21;19;83
07;21;20;867
07;21;28;114673
07;22;08;15329
07;22;09;43689
07;22;10;32765
07;22;13;1021
07;22;14;629
07;22;21;32765
07;22;22;629
07;22;24;131069
07;22;25;239
07;22;27;114673
07;22;28;131069
07;22;30;49145
07;22;31;55
07;23;09;126913
07;23;10;65533
07;23;22;26213
07;23;26;65533
07;23;30;65533
07;24;08;31
07;24;10;26213
07;24;11;2729
07;24;13;32765
07;24;15;119
07;24;23;1019
07;24;25;61409
07;24;27;32765
07;24;29;509
07;24;31;119
08;01;08;31
08;01;12;31
08;01;13;119
08;01;17;126913
08;01;18;47
08;01;21;39
08;01;22;31
08;01;23;65533
08;01;25;49145
08;01;26;47
08;01;27;251
08;01;28;31
08;01;30;47
08;01;31;31
08;02;08;15
08;02;09;31495
08;02;13;9361
08;02;17;47
08;02;18;253
08;02;20;15
08;02;21;12263
08;02;22;27
08;02;23;2045
08;02;25;31
08;02;27;119
08;02;28;23
08;02;30;15
08;03;08;126913
08;03;09;126913
08;03;13;8679
08;03;14;42965
08;03;19;49145
08;03;21;15329
08;03;26;119
08;03;28;31
08;03;29;8679
08;03;30;42965
08;03;31;42965
08;04;08;7
08;04;09;43689
08;04;12;11
08;04;16;3
08;04;19;1067
08;04;20;13
08;04;22;59
08;04;28;7
08;05;08;126913
08;05;11;119
08;05;12;42965
08;05;13;2379
08;05;14;7
08;05;15;507
08;05;16;119
08;05;17;126913
08;05;18;16001
08;05;21;65533
08;05;27;31
08;05;31;867
08;06;08;433
08;06;09;19529
08;06;10;253
08;06;12;7
08;06;13;118109
08;06;15;114673
08;06;18;253
08;06;19;15
08;06;22;209
08;06;23;251
08;06;25;125
08;06;26;125
08;06;28;15
08;06;30;119
08;07;08;31
08;07;09;24527
08;07;10;15
08;07;13;39369
08;07;15;2043
08;07;20;65533
08;07;23;131069
08;07;25;509
08;07;29;867
08;07;30;119
08;07;31;909
08;08;08;5
08;08;16;3
08;09;08;32765
08;09;09;114673
08;09;13;43689
08;09;14;9361
08;09;15;61409
08;09;17;63239
08;09;20;8189
08;09;23;31
08;09;25;503
08;09;29;118109
08;09;30;47
08;09;31;39
08;10;08;433
08;10;11;65533
08;10;13;7
08;10;14;253
08;10;16;15
08;10;17;119
08;10;18;253
08;10;19;32765
08;10;21;10229
08;10;22;15
08;10;23;114673
08;10;25;6137
08;10;26;509
08;10;28;23
08;10;30;19
08;11;08;126913
08;11;09;126913
08;11;10;8189
08;11;13;509
08;11;16;119
08;11;17;10229
08;11;18;15
08;11;21;15
08;11;27;95045
08;11;28;15
08;11;31;9361
08;12;08;29
08;12;10;59
08;12;11;3065
08;12;12;29
08;12;13;2043
08;12;16;7
08;12;18;253
08;12;19;509
08;12;20;7
08;12;22;125
08;12;28;13
08;13;08;126913
08;13;09;39369
08;13;10;61409
08;13;11;131069
08;13;14;31
08;13;15;131069
08;13;18;251
08;13;19;7
08;13;20;126913
08;13;26;1021
08;13;30;31
08;13;31;251
08;14;08;15
08;14;09;49145
08;14;10;41
08;14;16;15
08;14;18;7
08;14;19;3905
08;14;20;253
08;14;21;131069
08;14;22;169
08;14;25;507
08;14;27;1169
08;14;28;59
08;14;30;509
08;15;08;31
08;15;09;42965
08;15;13;57315
08;15;14;65531
08;15;16;31
08;15;22;43689
08;15;23;131069
08;15;25;867
08;15;26;1091
08;15;28;15
08;15;30;8189
08;15;31;114673
08;16;08;3
08;16;10;59
08;16;16;3
08;16;24;5
08;17;08;31
08;17;09;2045
08;17;10;55117
08;17;11;3161
08;17;14;131069
08;17;15;7
08;17;16;31
08;17;17;1019
08;17;18;42965
08;17;19;8189
08;17;22;1091
08;17;23;26213
08;17;25;32765
08;17;26;42965
08;17;28;31
08;17;29;1007
08;17;30;9361
08;17;31;47
08;18;08;15
08;18;12;509
08;18;13;9197
08;18;14;7
08;18;16;15
08;18;17;8679
08;18;19;28657
08;18;22;509
08;18;25;47
08;18;26;119
08;18;28;253
08;18;30;23
08;19;08;126913
08;19;10;49145
08;19;12;407
08;19;13;7
08;19;16;31
08;19;20;1259
08;19;25;65531
08;19;27;16001
08;19;30;39
08;19;31;8189
08;20;08;29
08;20;09;32765
08;20;11;167
08;20;12;7
08;20;13;129793
08;20;14;433
08;20;15;31681
08;20;16;7
08;20;17;509
08;20;18;125
08;20;20;13
08;20;28;11
08;21;08;126913
08;21;09;28643
08;21;10;110669
08;21;11;15
08;21;12;8189
08;21;13;10709
08;21;15;15809
08;21;18;419
08;21;19;101
08;21;21;7709
08;21;22;16375
08;21;23;126913
08;21;27;126913
08;21;28;507
08;21;29;509
08;21;31;35
08;22;08;433
08;22;10;15
08;22;12;15
08;22;19;47
08;22;26;167
08;22;30;253
08;23;08;32765
08;23;09;31
08;23;10;2729
08;23;21;509
08;23;23;131069
08;23;25;129793
08;23;29;43689
08;23;31;129793
09;01;09;32765
09;01;10;65533
09;01;14;65527
09;01;19;28657
09;01;20;114673
09;01;22;2183
09;01;23;65533
09;01;24;1487
09;01;26;8189
09;01;29;16379
09;01;30;681
09;02;09;31
09;02;14;65531
09;02;16;111
09;02;19;114673
09;02;20;629
09;02;21;26213
09;02;26;1019
09;02;31;20459
09;03;09;867
09;03;17;507
09;03;18;65533
09;03;20;8189
09;03;22;3569
09;03;28;15809
09;04;08;131069
09;04;09;15
09;04;10;21335
09;04;12;8189
09;04;15;65533
09;04;16;31
09;04;18;9361
09;04;19;129793
09;04;21;433
09;04;22;49145
09;04;25;1301
09;04;28;43689
09;04;29;126913
09;04;31;49145
09;05;09;32765
09;05;11;14321
09;05;13;131069
09;05;14;4087
09;05;16;507
09;05;18;32765
09;05;20;126913
09;05;22;26213
09;05;27;1021
09;05;28;26669
09;05;29;15329
09;05;30;26213
09;06;09;31
09;06;11;129793
09;06;12;251
09;06;14;8189
09;06;19;10921
09;06;21;65533
09;06;23;114673
09;06;24;3161
09;06;25;18541
09;06;29;1021
09;06;30;26213
09;06;31;21419
09;07;09;47
09;07;16;31
09;08;08;9361
09;08;09;31
09;08;13;126913
09;08;15;26213
09;08;17;131069
09;08;18;7619
09;08;21;65533
09;08;23;15329
09;08;24;31
09;08;25;3569
09;08;26;1007
09;08;29;43689
09;08;30;119
09;08;31;129793
09;09;08;49145
09;09;09;126913
09;09;14;119
09;09;15;83
09;09;16;27
09;09;18;119
09;09;22;64769
09;09;23;65533
09;09;24;65533
09;09;27;2603
09;09;28;131069
09;09;29;16379
09;09;30;371
09;10;09;126913
09;10;10;2045
09;10;11;65531
09;10;12;867
09;10;13;118109
09;10;18;64769
09;10;19;509
09;10;20;65533
09;10;21;5207
09;10;22;65533
09;10;25;131069
09;10;28;129793
09;10;31;18541
09;11;09;167
09;11;11;129793
09;11;12;371
09;11;13;507
09;11;16;507
09;11;17;119
09;11;18;131069
09;11;21;867
09;11;22;131069
09;11;28;167
09;12;09;31
09;12;11;8189
09;12;12;47
09;12;13;7619
09;12;15;1007
09;12;16;507
09;12;18;1487
09;12;19;9361
09;12;20;31
09;12;21;26213
09;12;26;53339
09;12;30;2729
09;12;31;65533
09;13;08;65533
09;13;09;126913
09;13;10;125
09;13;16;503
09;13;19;114673
09;13;21;114673
09;13;22;10709
09;13;23;65527
09;13;24;118109
09;13;26;42965
09;13;29;761
09;13;30;65533
09;14;09;31
09;14;12;43689
09;14;14;761
09;14;15;64769
09;14;16;15
09;14;18;31
09;14;20;126913
09;14;23;5207
09;14;24;8189
09;14;25;12263
09;14;26;2729
09;14;27;32765
09;14;28;339
09;14;31;419
09;15;09;55
09;15;10;681
09;15;11;131069
09;15;16;47
09;15;17;119
09;15;24;3161
09;16;08;32765
09;16;11;761
09;16;16;31
09;16;18;7
09;16;19;509
09;16;20;32765
09;16;22;39369
09;16;23;5109
09;16;25;47
09;16;27;32765
09;16;28;867
09;16;30;39
09;16;31;114673
09;17;09;65533
09;17;10;2043
09;17;12;26039
09;17;15;65533
09;17;16;867
09;17;18;114673
09;17;23;3905
09;17;26;129793
09;17;27;1637
09;17;28;114673
09;17;29;65533
09;17;30;131069
09;18;08;15329
09;18;09;31
09;18;12;15809
09;18;13;65533
09;18;14;867
09;18;16;55
09;18;20;125
09;18;21;4079
09;18;23;1259
09;18;26;114673
09;18;27;13019
09;18;29;14321
09;18;31;20459
09;19;09;867
09;19;10;126913
09;19;12;509
09;19;13;867
09;19;15;26213
09;19;18;1169
09;19;19;114673
09;19;20;1169
09;19;28;57287
09;20;08;65533
09;20;09;31
09;20;12;31
09;20;14;126913
09;20;16;31
09;20;17;251
09;20;18;2045
09;20;19;3905
09;20;20;5517
09;20;21;126913
09;20;23;85973
09;20;24;114673
09;20;25;197
09;20;27;114673
09;20;29;131069
09;20;30;7619
09;20;31;49145
09;21;09;681
09;21;10;65533
09;21;11;129793
09;21;14;126913
09;21;16;495
09;21;18;65533
09;21;22;85973
09;21;26;10921
09;21;30;131069
09;22;09;114673
09;22;10;9197
09;22;16;59
09;22;17;131069
09;22;18;2189
09;22;19;32765
09;22;20;126913
09;22;23;7619
09;22;25;131069
09;22;29;39369
09;24;08;32765
09;24;09;31
09;24;10;2729
09;24;21;509
09;24;23;131069
09;24;25;129793
09;24;27;24527
09;24;29;43689
09;24;31;129793
10;01;10;31
10;01;16;119
10;01;17;126913
10;01;18;59
10;01;20;867
10;01;22;1019
10;01;27;21589
10;01;29;49145
10;01;31;31
10;02;08;509
10;02;10;433
10;02;17;251
10;02;18;509
10;02;21;389
10;02;22;253
10;02;23;3047
10;03;08;131069
10;03;10;31
10;03;16;31
10;03;17;114673
10;03;19;2045
10;03;20;3905
10;03;23;126913
10;03;28;57315
10;03;29;10921
10;03;30;131069
10;03;31;119
10;04;10;15
10;04;12;253
10;04;14;209
10;04;15;32765
10;04;17;119
10;04;18;15
10;04;21;61319
10;04;24;59
10;04;25;43689
10;04;27;42965
10;04;28;125
10;04;30;433
10;05;09;32765
10;05;10;31
10;05;11;131069
10;05;12;507
10;05;13;131069
10;05;15;6509
10;05;23;3065
10;05;25;55117
10;05;27;131069
10;05;28;26213
10;05;29;9197
10;05;30;26213
10;05;31;1019
10;06;10;23
10;06;16;15
10;07;08;26213
10;07;09;43689
10;07;10;126913
10;07;13;507
10;07;14;131069
10;07;15;47243
10;07;16;507
10;07;17;61409
10;07;18;2045
10;07;20;65533
10;07;23;1021
10;07;25;867
10;07;27;6137
10;07;29;114673
10;07;30;16001
10;07;31;26213
10;08;08;253
10;08;09;131069
10;08;10;15
10;08;15;509
10;08;16;15
10;08;18;433
10;08;19;31
10;08;21;31
10;08;24;433
10;08;25;14321
10;08;27;14321
10;08;28;15
10;08;30;253
10;09;10;65533
10;09;12;85973
10;09;13;114673
10;09;15;65533
10;09;18;126913
10;09;19;251
10;09;20;867
10;09;22;32765
10;09;23;31
10;09;28;509
10;09;29;65533
10;09;30;114673
10;09;31;47
10;10;09;16375
10;10;10;433
10;10;12;23
10;10;13;32751
10;10;14;29
10;10;16;59
10;10;18;101
10;10;21;7139
10;10;22;253
10;10;23;61409
10;10;28;59
10;11;08;118109
10;11;09;65533
10;11;10;32765
10;11;12;9197
10;11;13;9361
10;11;15;15239
10;11;16;31
10;11;17;42965
10;11;19;12953
10;11;21;31
10;11;22;126913
10;11;27;3065
10;11;31;61
10;12;09;2729
10;12;10;15
10;12;11;3905
10;12;13;5459
10;12;16;15
10;12;17;31
10;12;19;126913
10;12;20;15
10;12;22;433
10;12;23;42965
10;12;24;433
10;12;25;3569
10;12;26;101
10;12;30;29
10;13;10;114673
10;13;12;131069
10;13;13;509
10;13;14;24563
10;13;15;12953
10;13;17;26213
10;13;18;2729
10;13;19;31
10;13;21;16379
10;13;24;14321
10;13;25;131069
10;13;27;12263
10;13;28;131069
10;13;31;867
10;14;09;9361
10;14;10;27
10;14;11;10667
10;14;12;169
10;14;16;23
10;14;18;59
10;14;24;433
10;15;08;15329
10;15;09;129793
10;15;10;9197
10;15;12;2729
10;15;14;2169
10;15;16;47
10;15;17;31
10;15;20;1859
10;15;22;16001
10;15;24;129793
10;15;27;4773
10;15;28;65533
10;15;31;26669
10;16;09;10229
10;16;10;7
10;16;11;65533
10;16;12;29
10;16;16;15
10;16;17;119
10;16;19;867
10;16;20;15
10;16;22;509
10;16;24;433
10;16;25;129793
10;16;27;119
10;16;28;23
10;16;30;125
10;17;10;65533
10;17;12;131069
10;17;13;32765
10;17;14;14321
10;17;15;31
10;17;16;119
10;17;17;20469
10;17;18;126913
10;17;21;57315
10;17;23;761
10;17;24;126913
10;17;25;8189
10;17;27;65533
10;17;29;5109
10;17;30;65533
10;17;31;47
10;18;10;253
10;18;11;61319
10;18;12;253
10;18;13;32765
10;18;14;209
10;18;16;27
10;18;19;61409
10;18;20;69
10;18;28;29
10;19;09;3275
10;19;10;509
10;19;12;129793
10;19;13;31
10;19;15;3809
10;19;17;49145
10;19;18;329
10;19;19;31495
10;19;21;8189
10;19;22;21589
10;19;24;131069
10;19;25;126913
10;19;27;509
10;19;28;681
10;19;30;85973
10;19;31;64769
10;20;09;9197
10;20;10;15
10;20;12;59
10;20;13;126913
10;20;16;23
10;20;17;507
10;20;18;125
10;20;19;10229
10;20;20;125
10;20;22;119
10;20;26;247
10;20;30;433
10;21;10;101
10;21;11;31
10;21;14;95045
10;21;16;47
10;21;18;32765
10;21;19;761
10;21;20;43689
10;21;25;761
10;21;27;8189
10;21;29;24563
10;21;31;507
10;23;09;114673
10;23;10;9197
10;23;16;59
10;23;17;131069
10;23;18;2189
10;23;19;32765
10;23;20;126913
10;23;23;7619
10;23;25;131069
10;23;27;65531
10;23;29;39369
10;24;08;433
10;24;10;15
10;24;12;15
10;24;19;47
10;24;22;247
10;24;26;167
10;24;30;253
11;01;08;61409
11;01;09;26039
11;01;11;867
11;01;14;2729
11;01;18;2729
11;01;19;1019
11;01;20;4091
11;01;23;247
11;02;09;8189
11;02;10;321
11;02;11;31
11;02;12;126913
11;02;14;419
11;02;17;15809
11;02;20;507
11;02;22;779
11;02;23;21843
11;02;24;15809
11;02;25;7111
11;02;28;15809
11;02;30;65533
11;02;31;339
11;03;08;251
11;03;10;32765
11;03;11;114673
11;03;15;65533
11;03;18;21079
11;03;20;129793
11;03;24;909
11;03;25;61409
11;03;26;3569
11;03;29;65533
11;03;30;15329
11;04;11;31
11;04;12;6131
11;04;13;126913
11;04;14;32765
11;04;15;65533
11;04;16;119
11;04;26;479
11;04;27;1301
11;04;29;57287
11;04;30;42965
11;04;31;867
11;05;11;47
11;05;16;31
11;06;09;65533
11;06;10;65533
11;06;11;31
11;06;13;42965
11;06;17;3905
11;06;19;42965
11;06;24;28643
11;06;26;681
11;06;28;131069
11;06;29;114673
11;06;30;10667
11;06;31;507
11;07;09;131069
11;07;10;126913
11;07;11;114673
11;07;12;126913
11;07;14;43689
11;07;16;59
11;07;17;2729
11;07;18;619
11;07;24;42965
11;07;25;65533
11;07;29;32765
11;07;30;43689
11;08;08;65533
11;08;09;26213
11;08;10;1487
11;08;11;15
11;08;13;3555
11;08;14;167
11;08;16;119
11;08;19;85973
11;08;21;126913
11;08;23;16001
11;08;24;126913
11;08;25;43689
11;08;28;507
11;08;30;31
11;08;31;35
11;09;11;83
11;09;12;32765
11;09;13;1019
11;09;15;35
11;09;16;507
11;09;19;867
11;09;22;8759
11;09;23;507
11;09;28;507
11;10;08;2113
11;10;11;31
11;10;15;110669
11;10;16;31
11;10;17;65531
11;10;18;32765
11;10;21;16001
11;10;22;509
11;10;24;131069
11;10;25;131069
11;10;26;126913
11;10;27;114673
11;10;29;26669
11;10;31;339
11;11;08;65533
11;11;10;129793
11;11;11;32765
11;11;12;629
11;11;14;32751
11;11;16;867
11;11;18;8189
11;11;20;126913
11;11;21;509
11;11;22;14321
11;11;23;1301
11;11;24;65531
11;11;26;4087
11;11;30;251
11;12;10;1259
11;12;11;114673
11;12;13;125
11;12;15;32765
11;12;16;251
11;12;18;239
11;12;19;9197
11;12;20;31
11;12;21;32765
11;12;23;131069
11;12;25;31495
11;12;26;2113
11;12;28;114673
11;12;29;19095
11;12;30;32759
11;12;31;867
11;13;11;55
11;13;16;47
11;13;19;119
11;13;24;32765
11;14;08;57315
11;14;11;251
11;14;14;114673
11;14;16;867
11;14;17;15329
11;14;18;31
11;14;20;10229
11;14;21;57315
11;14;22;32765
11;14;25;1169
11;14;27;167
11;14;28;43689
11;14;29;8189
11;14;31;507
11;15;08;131069
11;15;10;509
11;15;11;65533
11;15;12;509
11;15;17;126913
11;15;18;85973
11;15;20;131069
11;15;21;8189
11;15;22;65533
11;15;24;49145
11;15;25;16001
11;15;26;479
11;15;29;131069
11;15;30;2789
11;16;10;21589
11;16;11;7
11;16;12;167
11;16;15;65533
11;16;16;31
11;16;17;15809
11;16;18;65533
11;16;19;114673
11;16;23;131069
11;16;24;126913
11;16;25;131069
11;16;26;129793
11;16;27;114673
11;16;28;119
11;16;29;32765
11;16;30;47
11;16;31;35
11;17;10;114673
11;17;11;507
11;17;12;129793
11;17;15;419
11;17;18;42965
11;17;20;3161
11;17;28;131069
11;18;10;65533
11;18;11;867
11;18;12;389
11;18;14;31
11;18;16;55
11;18;18;32765
11;18;21;9361
11;18;22;131069
11;18;23;8189
11;18;25;167
11;18;27;32765
11;18;28;5207
11;18;29;2729
11;18;31;339
11;19;11;3065
11;19;12;131069
11;19;13;65533
11;19;18;2113
11;19;19;114673
11;19;20;65533
11;19;21;15329
11;19;22;15329
11;19;26;65533
11;19;30;125
11;20;08;131069
11;20;10;479
11;20;11;32765
11;20;12;867
11;20;13;26213
11;20;14;118109
11;20;16;31
11;20;25;3809
11;20;27;509
11;20;31;867
11;22;08;49145
11;22;10;101
11;22;11;31
11;22;14;95045
11;22;16;47
11;22;18;32765
11;22;19;761
11;22;20;43689
11;22;25;761
11;22;27;8189
11;22;31;507
11;23;08;219
11;23;09;681
11;23;10;65533
11;23;11;129793
11;23;14;126913
11;23;18;65533
11;23;22;85973
11;23;26;10921
11;23;30;131069
11;24;08;126913
11;24;09;28643
11;24;10;110669
11;24;11;15
11;24;12;8189
11;24;13;10709
11;24;15;15809
11;24;18;419
11;24;19;101
11;24;21;7709
11;24;22;16375
11;24;23;126913
11;24;27;126913
11;24;28;507
11;24;29;509
11;24;31;35
12;01;10;507
12;01;12;31
12;01;13;32759
12;01;14;203
12;01;16;31
12;01;18;31
12;01;19;61409
12;01;21;131069
12;01;22;371
12;01;23;16001
12;01;24;15
12;01;25;251
12;01;29;125
12;01;31;31
12;02;08;27
12;02;11;114673
12;02;12;15
12;02;16;7
12;02;19;32765
12;02;23;509
12;02;24;59
12;02;25;507
12;02;26;29
12;02;27;507
12;02;30;15
12;03;11;32765
12;03;12;31
12;03;13;7709
12;03;14;15
12;03;17;16379
12;03;19;9197
12;03;21;129793
12;03;23;8189
12;03;24;7111
12;03;25;26213
12;03;27;65533
12;03;29;509
12;03;30;32765
12;03;31;8679
12;04;12;11
12;04;16;7
12;05;10;167
12;05;12;114673
12;05;13;1019
12;05;14;32765
12;05;15;126913
12;05;16;251
12;05;17;32765
12;05;18;83
12;05;19;2729
12;05;20;3047
12;05;21;8189
12;05;23;507
12;05;24;509
12;05;25;129793
12;05;27;31
12;05;30;509
12;05;31;1019
12;06;08;15
12;06;10;59
12;06;12;15
12;06;14;433
12;06;17;239
12;06;18;19
12;06;21;3065
12;06;23;114673
12;06;24;433
12;06;25;16001
12;06;26;59
12;06;27;114673
12;06;30;251
12;07;08;131069
12;07;12;31
12;07;13;42965
12;07;15;65533
12;07;17;114673
12;07;20;65533
12;07;22;32765
12;07;23;126913
12;07;24;55
12;07;25;31
12;07;29;509
12;07;31;41
12;08;08;13
12;08;12;7
12;08;14;433
12;08;16;7
12;08;20;13
12;08;24;29
12;08;28;11
12;09;12;31
12;09;13;909
12;09;16;507
12;09;17;2045
12;09;18;114673
12;09;19;49145
12;09;20;371
12;09;22;1019
12;09;23;31
12;09;26;2729
12;09;27;32765
12;09;29;42965
12;09;31;39
12;10;09;119
12;10;11;867
12;10;12;59
12;10;13;545
12;10;14;253
12;10;16;15
12;10;18;185
12;10;19;65533
12;10;21;32765
12;10;22;15
12;10;24;509
12;10;30;23
12;11;09;85973
12;11;12;867
12;11;13;18541
12;11;14;119
12;11;16;251
12;11;17;32765
12;11;19;126913
12;11;21;31
12;11;23;114673
12;11;25;1067
12;11;26;131069
12;11;30;509
12;11;31;65533
12;12;11;2519
12;12;12;9
12;12;13;126913
12;12;16;11
12;12;20;29
12;12;24;7
12;13;08;126913
12;13;09;129793
12;13;10;55117
12;13;13;2603
12;13;19;31
12;13;21;1007
12;13;22;761
12;13;26;59
12;13;27;32759
12;13;29;8189
12;13;30;659
12;13;31;507
12;14;12;209
12;14;13;6137
12;14;18;15
12;14;21;129793
12;14;22;19
12;14;24;433
12;14;26;253
12;14;27;14321
12;14;30;509
12;15;10;761
12;15;12;509
12;15;14;2043
12;15;15;126913
12;15;16;47
12;15;17;15
12;15;18;4317
12;15;20;22133
12;15;24;8189
12;15;26;114673
12;15;27;3471
12;15;29;8737
12;15;30;8189
12;15;31;65531
12;16;10;59
12;16;12;7
12;16;13;2669
12;16;16;7
12;16;19;47
12;16;28;11
12;17;10;55117
12;17;11;131069
12;17;12;126913
12;17;15;15
12;17;16;31
12;17;18;503
12;17;21;8189
12;17;23;9197
12;17;24;125
12;17;26;32765
12;17;27;629
12;17;29;114673
12;17;30;509
12;17;31;47
12;18;12;253
12;18;14;433
12;18;17;32765
12;18;20;169
12;18;21;114673
12;18;22;509
12;18;26;253
12;18;30;23
12;19;08;49145
12;19;10;26213
12;19;13;31
12;19;15;507
12;19;16;31
12;19;17;2789
12;19;23;43689
12;19;25;18541
12;19;27;65533
12;19;31;42965
12;21;08;131069
12;21;10;479
12;21;11;32765
12;21;12;867
12;21;13;26213
12;21;14;118109
12;21;16;31
12;21;23;12263
12;21;25;3809
12;21;27;509
12;21;31;867
12;22;09;9197
12;22;12;59
12;22;13;126913
12;22;16;23
12;22;17;507
12;22;18;125
12;22;19;10229
12;22;20;125
12;22;22;119
12;22;30;433
12;23;08;65533
12;23;09;31
12;23;12;31
12;23;14;126913
12;23;16;31
12;23;17;251
12;23;18;2045
12;23;19;3905
12;23;20;5517
12;23;21;126913
12;23;24;114673
12;23;25;197
12;23;27;114673
12;23;29;131069
12;23;30;7619
12;23;31;49145
12;24;08;29
12;24;09;32765
12;24;11;167
12;24;12;7
12;24;13;129793
12;24;14;433
12;24;15;31681
12;24;16;7
12;24;17;509
12;24;18;125
12;24;20;13
12;24;28;11
13;01;08;114673
13;01;09;26213
13;01;12;131069
13;01;13;126913
13;01;14;9197
13;01;17;131069
13;01;20;131069
13;01;22;65527
13;01;25;18541
13;01;27;18541
13;01;30;126913
13;02;10;61409
13;02;13;31
13;02;15;32765
13;02;18;131069
13;02;21;131069
13;02;24;8189
13;02;28;18541
13;02;30;65533
13;02;31;10667
13;03;13;47
13;03;16;31
13;04;08;15329
13;04;09;126913
13;04;11;9361
13;04;13;31
13;04;14;61409
13;04;15;181
13;04;16;507
13;04;17;16001
13;04;20;65533
13;04;21;65527
13;04;24;61409
13;04;28;85973
13;04;30;509
13;04;31;42965
13;05;09;65531
13;05;10;2113
13;05;11;28643
13;05;13;32765
13;05;18;114673
13;05;25;32765
13;05;27;126913
13;06;08;114673
13;06;10;114673
13;06;12;16001
13;06;13;31
13;06;15;6509
13;06;16;507
13;06;17;26213
13;06;18;26669
13;06;21;131069
13;06;23;3161
13;06;24;629
13;06;25;14321
13;06;26;32765
13;06;28;629
13;06;29;7139
13;06;31;64769
13;07;09;203
13;07;10;129793
13;07;13;867
13;07;15;42965
13;07;17;507
13;07;20;57287
13;07;21;19
13;07;24;65533
13;07;25;1019
13;07;28;43689
13;08;08;65533
13;08;09;118109
13;08;13;7
13;08;14;2729
13;08;17;42965
13;08;18;31
13;08;19;10709
13;08;20;509
13;08;21;16379
13;08;23;16367
13;08;25;21843
13;08;29;26669
13;08;31;8189
13;09;08;119
13;09;10;43689
13;09;12;65533
13;09;13;126913
13;09;14;8183
13;09;15;18541
13;09;17;5333
13;09;18;681
13;09;19;26669
13;09;20;26213
13;09;22;509
13;09;23;15239
13;09;24;5333
13;09;25;65533
13;09;30;61409
13;10;08;126913
13;10;09;21335
13;10;11;19529
13;10;13;31
13;10;14;114673
13;10;15;21589
13;10;17;26213
13;10;18;26213
13;10;20;63363
13;10;22;114673
13;10;25;2729
13;10;26;7619
13;10;27;8189
13;10;28;57287
13;10;29;4091
13;10;31;95045
13;11;10;9361
13;11;12;65533
13;11;13;55
13;11;14;16001
